time,area,weather,max_temperature,min_temperature,aqi,aqiLevel,wind_direction,wind_power,aqiInfo
20210914,新吴,多云,26,23,30,1,西北风,4级,优
20210915,新吴,多云,28,23,39,1,西北风,3级,优
20210916,新吴,多云,29,20,28,1,北风,3级,优
20210917,新吴,多云,29,19,44,1,北风,2级,优
20210918,新吴,晴-多云,30,20,53,2,东风,2级,良
20210919,新吴,多云,31,24,63,2,东南风,3级,良
20210920,新吴,多云,28,20,39,1,西南风,3级,优
20210921,新吴,晴-多云,30,22,39,1,西南风,2级,优
20210922,新吴,晴-多云,34,22,48,1,西南风,2级,优
20210923,新吴,多云,35,22,70,2,东南风,2级,良
20210924,新吴,多云,31,22,55,2,东南风,3级,良
20210925,新吴,多云,31,22,44,1,东南风,3级,优
20210926,新吴,多云,31,23,50,1,东南风,3级,优
20210927,新吴,雾-多云,33,24,55,2,东南风,2级,良
20210928,新吴,多云,31,24,76,2,东南风,2级,良
20210929,新吴,中雨-多云,29,20,36,1,西北风,3级,优
20210930,新吴,多云,29,19,36,1,东北风,2级,优
20211001,新吴,多云,31,21,43,1,南风,2级,优
20211002,新吴,多云,32,22,56,2,东南风,3级,良
20211003,新吴,多云,33,23,43,1,东南风,4级,优
20211004,新吴,晴-多云,33,24,39,1,东南风,4级,优
20211005,新吴,晴-多云,32,24,47,1,东南风,3级,优
20211006,新吴,雾-多云,31,24,41,1,东南风,2级,优
20211007,新吴,小雨-多云,30,24,48,1,东南风,2级,优
20211008,新吴,多云,29,24,50,1,东风,2级,优
20211009,新吴,多云,31,22,23,1,东南风,3级,优
20211010,新吴,多云-大雨,31,19,38,1,东北风,3级,优
20211011,新吴,多云,20,18,29,1,东北风,4级,优
20211012,新吴,多云,23,20,34,1,东北风,4级,优
20211013,新吴,小雨-多云,24,23,32,1,东北风,3级,优
20211014,新吴,小雨-多云,29,22,27,1,东风,2级,优
20211015,新吴,大雨-中雨,24,16,27,1,北风,3级,优
20211016,新吴,中雨-多云,18,11,24,1,北风,4级,优
20211017,新吴,多云,17,10,29,1,北风,3级,优
20211018,新吴,多云,19,9,41,1,东南风,2级,优
20211019,新吴,多云,18,12,56,2,北风,3级,良
20211020,新吴,中雨-小雨,13,10,31,1,北风,3级,优
20211021,新吴,多云,17,9,42,1,西北风,3级,优
20211022,新吴,多云,18,10,102,3,北风,3级,轻度
20211023,新吴,多云,21,13,70,2,东北风,2级,良
20211024,新吴,多云,21,11,46,1,东北风,2级,优
20211025,新吴,雾-多云,21,11,49,1,东北风,2级,优
20211026,新吴,雾-多云,21,12,55,2,东南风,2级,良
20211027,新吴,多云,22,12,72,2,东北风,2级,良
20211028,新吴,多云,21,12,47,1,东北风,2级,优
